Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
2225 1st Av,Aid Response,12/26/2005 01:07:34 PM,47.612794,-122.345531,POINT (-122.345531 47.612794),F050121841
3226 29th Av W,Automatic Fire Alarm Resd,12/26/2005 01:10:18 PM,47.648872,-122.394238,POINT (-122.394238 47.648872),F050121842
2301 3rd Av,Aid Response,12/26/2005 01:18:09 PM,47.614705,-122.344794,POINT (-122.344794 47.614705),F050121844
401 Alaskan Way S,Aid Response,12/26/2005 01:18:26 PM,47.599199,-122.335909,POINT (-122.335909 47.599199),F050121845
8916 Aurora Av N,Medic Response,12/26/2005 01:21:40 PM,47.693572,-122.344557,POINT (-122.344557 47.693572),F050121847
809 Nw 51st St,Automatic Fire Alarm Resd,12/26/2005 01:32:10 PM,47.665692,-122.366384,POINT (-122.366384 47.665692),F050121849
403 16th Av E,Aid Response,12/26/2005 01:31:21 PM,47.622105,-122.311357,POINT (-122.311357 47.622105),F050121850
2403 Nw Neptune Pl,Medic Response,12/26/2005 01:36:00 PM,47.700476,-122.387579,POINT (-122.387579 47.700476),F050121851
4211 S Cloverdale St,Medic Response,12/26/2005 01:36:18 PM,47.526106,-122.280439,POINT (-122.280439 47.526106),F050121852
4519 49th Av Sw,1RED 1 Unit,12/26/2005 01:37:47 PM,47.562808,-122.39484,POINT (-122.39484 47.562808),F050121853
12501 Greenwood Av N,Aid Response,12/26/2005 01:40:16 PM,47.719601,-122.355539,POINT (-122.355539 47.719601),F050121854
1531 Nw 65th St,Aid Response,12/26/2005 01:43:21 PM,47.675986,-122.376613,POINT (-122.376613 47.675986),F050121856
2502 24th Av W,Automatic Fire Alarm Resd,12/26/2005 02:03:55 PM,47.641408,-122.387639,POINT (-122.387639 47.641408),F050121857
1710 Nw 57th St,Aid Response,12/26/2005 02:08:04 PM,47.670175,-122.378984,POINT (-122.378984 47.670175),F050121858
1819 22nd Av,Auto Fire Alarm,12/26/2005 02:11:26 PM,47.617751,-122.303747,POINT (-122.303747 47.617751),F050121859
3621 33rd Av S,Aid Response,12/26/2005 02:28:04 PM,47.571408,-122.291001,POINT (-122.291001 47.571408),F050121865
8038 Earl Av Nw,Medic Response,12/26/2005 02:32:07 PM,47.687051,-122.391928,POINT (-122.391928 47.687051),F050121867
10516 Midvale Av N,Aid Response,12/26/2005 02:32:56 PM,47.705187,-122.343331,POINT (-122.343331 47.705187),F050121868
1611 E Alder St,Aid Response,12/26/2005 02:34:43 PM,47.604339,-122.311136,POINT (-122.311136 47.604339),F050121869
9501 Aurora Av N,Aid Response,12/26/2005 03:04:02 PM,47.697809,-122.344608,POINT (-122.344608 47.697809),F050121872
9722 8th Av Nw,Medic Response,12/26/2005 03:13:11 PM,47.699447,-122.366044,POINT (-122.366044 47.699447),F050121873
1653 21st Av,Aid Response,12/26/2005 03:18:50 PM,47.616257,-122.304866,POINT (-122.304866 47.616257),F050121874
13426 Greenwood Av N,Medic Response,12/26/2005 03:21:29 PM,47.726728,-122.355555,POINT (-122.355555 47.726728),F050121876
1600 7th Av,Medic Response,12/26/2005 03:24:06 PM,47.6126,-122.334262,POINT (-122.334262 47.6126),F050121878
8825 Earl Av Nw,Aid Response,12/26/2005 03:26:25 PM,47.692939,-122.391809,POINT (-122.391809 47.692939),F050121880
517 31st Av E,Aid Response,12/26/2005 03:30:15 PM,47.62398,-122.291958,POINT (-122.291958 47.62398),F050121881
6800 Seward Park Av S,Aid Response,12/26/2005 03:32:44 PM,47.541577,-122.265055,POINT (-122.265055 47.541577),F050121883
2416 Nw 91st St,Aid Response,12/26/2005 03:37:28 PM,47.695179,-122.38773,POINT (-122.38773 47.695179),F050121884
1020 E Jefferson St,Medic Response,12/26/2005 03:41:49 PM,47.606208,-122.31915,POINT (-122.31915 47.606208),F050121885
9444 49th Av S,Fire in Single Family Res,12/26/2005 03:44:33 PM,47.517705,-122.272134,POINT (-122.272134 47.517705),F050121887
7544 37th Av Ne,Aid Response,12/26/2005 03:48:34 PM,47.683439,-122.28838,POINT (-122.28838 47.683439),F050121888
4716 9th Av Ne,Aid Response,12/26/2005 03:50:51 PM,47.66326,-122.318396,POINT (-122.318396 47.66326),F050121890
425 10th Av E,Medic Response,12/26/2005 03:54:38 PM,47.622263,-122.31992,POINT (-122.31992 47.622263),F050121892
1550 N 115th St,Aid Response,08/16/2019 12:55:00 AM,47.712305,-122.339596,POINT (-122.339596 47.712305),F190087293
11 W Aloha St,Medic Response,08/16/2019 01:07:00 AM,47.627192,-122.356823,POINT (-122.356823 47.627192),F190087296
5956 26th Ave Sw,Aid Response,12/23/2021 07:47:00 PM,47.549603,-122.365584,POINT (-122.365584 47.549603),F210142008
211 DEXTER AV N,Aid Response,12/25/2020 04:15:00 PM,47.619839,-122.342391,POINT (-122.342391 47.619839),F200125948
3501 Rainier Av S,Aid Response,12/25/2020 04:17:00 PM,47.571853,-122.293193,POINT (-122.293193 47.571853),F200125949
6339 34th Ave Sw,Auto Fire Alarm,12/23/2021 07:48:00 PM,47.546215,-122.375056,POINT (-122.375056 47.546215),F210142009
N 95th St / Woodlawn Ave N,Triaged Incident,07/26/2021 06:38:00 PM,47.697347,-122.338724,POINT (-122.338724 47.697347),F210079609
9061 Seward Park Ave S,Aid Response,07/26/2021 02:45:00 PM,47.521679,-122.264284,POINT (-122.264284 47.521679),F210079513
1901 Western Ave,Medic Response- 7 per Rule,05/29/2021 07:16:00 PM,47.610056,-122.34329,POINT (-122.34329 47.610056),F210053807
Erickson Pl Ne / 35th Av Ne,1RED 1 Unit,04/25/2019 05:54:01 PM,47.726464,-122.290907,POINT (-122.290907 47.726464),F190041510
4545 42nd Av Sw,Aid Response Yellow,12/26/2005 03:55:55 PM,47.562472,-122.385455,POINT (-122.385455 47.562472),F050121893
110 Pike St,Medic Response,12/26/2005 03:55:27 PM,47.608868,-122.3399,POINT (-122.3399 47.608868),F050121894
11010 53rd Av S,Medic Response,12/26/2005 04:26:12 PM,47.502475,-122.267535,POINT (-122.267535 47.502475),F050121898
Brooklyn Av Ne / Ne 56th St,Wires Down,12/26/2005 04:27:17 PM,47.669438,-122.31416,POINT (-122.31416 47.669438),F050121900
901 W Mcgraw St,Aid Response,12/26/2005 04:27:35 PM,47.639597,-122.368965,POINT (-122.368965 47.639597),F050121901
509 3rd Av,Medic Response,12/26/2005 04:35:02 PM,47.602114,-122.330809,POINT (-122.330809 47.602114),F050121902
5268 Mithun Pl Ne,Aid Response,12/26/2005 04:39:33 PM,47.667751,-122.282231,POINT (-122.282231 47.667751),F050121903
223 Yesler Way,Aid Response,04/25/2019 11:33:00 AM,47.601718,-122.331581,POINT (-122.331581 47.601718),F190041380
4308 Ne 58th St,Automatic Medical Alarm,04/25/2019 11:53:00 AM,47.671197,-122.28206,POINT (-122.28206 47.671197),F190041385
6315 15th Av Nw,Aid Response,04/25/2019 12:25:00 PM,47.674652,-122.376211,POINT (-122.376211 47.674652),F190041391
503 S Royal Brougham Way,Trans to AMR,04/25/2019 12:38:00 PM,47.592399,-122.327256,POINT (-122.327256 47.592399),F190041392
13023 Greenwood Av N,Aid Response,04/25/2019 12:40:00 PM,47.723436,-122.355547,POINT (-122.355547 47.723436),F190041393
9th Av / Jefferson St,Aid Response,04/25/2019 12:42:00 PM,47.604841,-122.324097,POINT (-122.324097 47.604841),F190041394
316 Virginia St,Aid Response,04/25/2019 12:47:00 PM,47.612507,-122.340752,POINT (-122.340752 47.612507),F190041396
616 Battery St,Aid Response,04/25/2019 12:53:00 PM,47.617576,-122.343375,POINT (-122.343375 47.617576),F190041397
9515 30th Av Ne,Aid Response,04/25/2019 12:54:00 PM,47.697629,-122.296025,POINT (-122.296025 47.697629),F190041398
6801 35th Av Ne,Aid Response,04/25/2019 12:58:00 PM,47.677599,-122.290325,POINT (-122.290325 47.677599),F190041399
Rainier Av S / S Hudson St,MVI - Motor Vehicle Incident,04/25/2019 01:05:00 PM,47.557041,-122.28463,POINT (-122.28463 47.557041),F190041400
9000 20th Av Sw,Medic Response,04/25/2019 01:07:00 PM,47.522863,-122.359142,POINT (-122.359142 47.522863),F190041401
3300 Ne 65th St,Rescue Elevator,04/25/2019 01:07:00 PM,47.675782,-122.292208,POINT (-122.292208 47.675782),F190041402
1215 Shenandoah Dr E,Automatic Fire Alarm Resd,04/25/2019 01:14:00 PM,47.630026,-122.289232,POINT (-122.289232 47.630026),F190041403
8037 Beacon Av S,Medic Response,04/25/2019 01:14:00 PM,47.53084,-122.28815,POINT (-122.28815 47.53084),F190041404
2139 California Av Sw,Water Job Minor,04/25/2019 01:16:00 PM,47.584826,-122.386392,POINT (-122.386392 47.584826),F190041405
2624 WESTERN AV,Aid Response,04/25/2019 01:24:00 PM,47.614715,-122.350761,POINT (-122.350761 47.614715),F190041407
10049 College Way N,Aid Response,04/25/2019 05:52:43 PM,47.701742,-122.335029,POINT (-122.335029 47.701742),F190041508
425 Harvard Av E,Medic Response- 7 per Rule,01/14/2020 03:36:00 PM,47.622273,-122.322022,POINT (-122.322022 47.622273),F200004876
13000 Linden Ave N,Aid Response,07/26/2021 02:49:00 PM,47.723218,-122.348195,POINT (-122.348195 47.723218),F210079515
14TH AVE NE / NE 85TH ST,Rubbish Fire,07/05/2020 10:17:00 PM,47.690348,-122.313482,POINT (-122.313482 47.690348),F200065915
1735 Dexter Av N,Aid Response,07/01/2019 08:42:00 AM,47.634319,-122.342285,POINT (-122.342285 47.634319),F190068871
7001 Sand Point Way Ne,Alarm Bell,08/15/2020 04:56:00 PM,47.679366,-122.263619,POINT (-122.263619 47.679366),F200080647
7500 Seward Park Av S,Trans to AMR,08/15/2020 04:57:00 PM,47.535387,-122.267284,POINT (-122.267284 47.535387),F200080649
1333 Harbor Av Sw,Aid Response,08/15/2020 04:57:00 PM,47.591915,-122.382655,POINT (-122.382655 47.591915),F200080648
6th Ave Nw / Nw 100th Pl,1RED 1 Unit,08/15/2020 04:58:00 PM,47.702746,-122.363403,POINT (-122.363403 47.702746),F200080650
1114 AURORA AVE N,Encampment Fire,11/18/2021 01:12:00 PM,47.629006,-122.343414,POINT (-122.343414 47.629006),F210128060
11 W Aloha St,Aid Response,09/02/2022 11:21:00 AM,47.627192,-122.356823,POINT (-122.356823 47.627192),F220106361
1660 S Columbian Way,Aid Response,08/16/2019 01:09:00 AM,47.561845,-122.310824,POINT (-122.310824 47.561845),F190087297
810 Virginia St,Aid Response,08/16/2019 02:12:00 AM,47.615789,-122.336507,POINT (-122.336507 47.615789),F190087307
Summit Av / E Union St,Aid Response,08/16/2019 02:04:00 AM,47.612989,-122.325458,POINT (-122.325458 47.612989),F190087305
214 Nw 44th St,Aid Response,08/15/2019 11:35:00 PM,47.660215,-122.358705,POINT (-122.358705 47.660215),F190087275
420 Jefferson St,Aid Response,04/25/2019 01:34:00 PM,47.602615,-122.329418,POINT (-122.329418 47.602615),F190041409
424 Belmont Av E,Aid Response,04/25/2019 01:37:00 PM,47.62226,-122.324026,POINT (-122.324026 47.62226),F190041410
1240 Ne 143rd St,Aid Response,04/25/2019 01:37:00 PM,47.732148,-122.315056,POINT (-122.315056 47.732148),F190041411
1711 23rd Av S,Aid Response,04/25/2019 01:42:00 PM,47.58821,-122.302596,POINT (-122.302596 47.58821),F190041412
700 Broadway,Medic Response,04/25/2019 01:45:00 PM,47.608073,-122.320755,POINT (-122.320755 47.608073),F190041414
3022 Ne 140th St,Aid Response,04/25/2019 01:46:00 PM,47.730148,-122.296206,POINT (-122.296206 47.730148),F190041415
4300 Roosevelt Way Ne,Aid Response,04/25/2019 01:47:00 PM,47.65985,-122.317742,POINT (-122.317742 47.65985),F190041416
4750 15th Av Ne,AFA4 - Auto Alarm 2 + 1 + 1,04/25/2019 01:49:00 PM,47.663381,-122.311961,POINT (-122.311961 47.663381),F190041419
5709 Rainier Av S,Aid Response,04/25/2019 01:50:00 PM,47.551108,-122.277627,POINT (-122.277627 47.551108),F190041422
1000 4th Av,Aid Response,04/25/2019 01:54:00 PM,47.606088,-122.332909,POINT (-122.332909 47.606088),F190041425
513 3rd Av,Aid Response,04/25/2019 01:56:00 PM,47.602143,-122.330836,POINT (-122.330836 47.602143),F190041426
University Way Ne / Ne 45th St,Aid Response,04/25/2019 02:00:00 PM,47.661269,-122.31313,POINT (-122.31313 47.661269),F190041430
2345 Rainier Av S,Aid Response,04/25/2019 02:08:00 PM,47.582882,-122.301609,POINT (-122.301609 47.582882),F190041433
500 5th Av,Aid Response,04/25/2019 02:10:00 PM,47.602985,-122.328535,POINT (-122.328535 47.602985),F190041436
8040 25th Av Ne,Aid Response,04/25/2019 02:13:00 PM,47.687072,-122.301144,POINT (-122.301144 47.687072),F190041437
2215 1st Av,Rescue Elevator,04/25/2019 02:14:00 PM,47.612716,-122.345399,POINT (-122.345399 47.612716),F190041438
3905 Sw 97th St,Medic Response,04/25/2019 02:26:00 PM,47.516557,-122.382167,POINT (-122.382167 47.516557),F190041440
9800 4th Av Ne,Aid Response,04/25/2019 02:38:00 PM,47.699872,-122.324247,POINT (-122.324247 47.699872),F190041443
14100 Linden Av N,Aid Response,08/16/2019 01:37:00 AM,47.73104,-122.347764,POINT (-122.347764 47.73104),F190087302
1201 Summit Av,Medic Response,08/15/2019 11:11:00 PM,47.611694,-122.324223,POINT (-122.324223 47.611694),F190087266
5th Av S / S King St,Aid Response,08/16/2019 01:18:00 AM,47.598356,-122.327671,POINT (-122.327671 47.598356),F190087299
2326 California Av Sw,Aid Response,08/15/2019 11:18:00 PM,47.582838,-122.386485,POINT (-122.386485 47.582838),F190087268
318 2nd Av Et S,Aid Response,08/15/2019 11:19:00 PM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190087269
808 Howell St,Aid Response,08/16/2019 02:06:00 AM,47.614127,-122.334009,POINT (-122.334009 47.614127),F190087306
8217 Aurora Av N,Aid Response,08/16/2019 02:30:00 AM,47.688507,-122.344511,POINT (-122.344511 47.688507),F190087312
6020 Sw Admiral Way,Aid Response,08/16/2019 01:30:00 AM,47.575891,-122.409689,POINT (-122.409689 47.575891),F190087301
400 S Jackson St,Aid Response,03/17/2020 08:12:00 AM,47.599197,-122.328968,POINT (-122.328968 47.599197),F200027252
2121 26th Av S,Auto Fire Alarm,09/25/2020 02:44:00 PM,47.584234,-122.299024,POINT (-122.299024 47.584234),F200095866
222 5th Av N,Medic Response,12/26/2005 04:56:36 PM,47.620716,-122.347603,POINT (-122.347603 47.620716),F050121904
6101 Airport Way S,Motor Vehicle Accident,12/26/2005 05:02:39 PM,47.548859,-122.316505,POINT (-122.316505 47.548859),F050121906
3307 3rd Av W,Medic Response,12/26/2005 05:15:46 PM,47.649598,-122.360883,POINT (-122.360883 47.649598),F050121911
2970 Sw Avalon Way,Auto Fire Alarm,12/26/2005 05:18:26 PM,47.568767,-122.370751,POINT (-122.370751 47.568767),F050121912
14003 32nd Av Ne,Aid Response,12/26/2005 05:19:19 PM,47.730135,-122.293776,POINT (-122.293776 47.730135),F050121913
Sb I5 At Michigan,Rescue Extrication,12/26/2005 05:21:24 PM,47.559045,-122.321742,POINT (-122.321742 47.559045),F050121914
9061 Seward Park Av S,Aid Response,12/26/2005 05:21:11 PM,47.521595,-122.264225,POINT (-122.264225 47.521595),F050121915
1008 Western Av,Aid Response,12/26/2005 05:23:42 PM,47.604281,-122.337396,POINT (-122.337396 47.604281),F050121916
1707 Nw 57th St,Medic Response,12/26/2005 05:30:48 PM,47.670175,-122.37895,POINT (-122.37895 47.670175),F050121918
1441 Nw 52nd St,Aid Response Yellow,12/26/2005 05:39:01 PM,47.666432,-122.374663,POINT (-122.374663 47.666432),F050121919
4255 S Graham St,Aid Response,12/26/2005 05:39:54 PM,47.545994,-122.2801,POINT (-122.2801 47.545994),F050121920
1906 Pike Pl,Auto Fire Alarm,12/26/2005 05:48:34 PM,47.609673,-122.342238,POINT (-122.342238 47.609673),F050121921
6517 Delridge Way Sw,Aid Response,12/26/2005 05:49:56 PM,47.543616,-122.3612,POINT (-122.3612 47.543616),F050121922
6727 Rainier Av S,Aid Response,12/26/2005 05:52:09 PM,47.542233,-122.272638,POINT (-122.272638 47.542233),F050121923
1033 S Washington St,Aid Response,12/26/2005 05:57:52 PM,47.600878,-122.317986,POINT (-122.317986 47.600878),F050121924
1550 N 34th St,Auto Fire Alarm,12/26/2005 06:09:15 PM,47.648059,-122.339392,POINT (-122.339392 47.648059),F050121927
3715 SW ALASKA ST,Medic Response,12/26/2005 06:16:01 PM,47.561081,-122.378956,POINT (-122.378956 47.561081),F050121928
1421 Minor Av,Aid Response,12/26/2005 06:21:21 PM,47.613011,-122.326948,POINT (-122.326948 47.613011),F050121929
2142 10th Av W,Aid Response,12/26/2005 06:33:11 PM,47.638013,-122.370325,POINT (-122.370325 47.638013),F050121930
8126 14th Av Sw,Automatic Fire Alarm Resd,12/26/2005 06:37:18 PM,47.529959,-122.352781,POINT (-122.352781 47.529959),F050121932
751 N 135th St,Trans to AMR,12/26/2005 06:44:35 PM,47.726864,-122.348004,POINT (-122.348004 47.726864),F050121933
5612 Roosevelt Way Ne,Rescue Lock In/Out,12/26/2005 06:50:26 PM,47.669453,-122.317364,POINT (-122.317364 47.669453),F050121934
300 N 130th St,Aid Response,12/26/2005 06:58:12 PM,47.723234,-122.355547,POINT (-122.355547 47.723234),F050121935
1001 E Pine St,Aid Response,12/26/2005 06:58:26 PM,47.615245,-122.319465,POINT (-122.319465 47.615245),F050121936
6508 34th Av Sw,Aid Response,12/26/2005 07:32:21 PM,47.544601,-122.375093,POINT (-122.375093 47.544601),F050121937
11030 5th Av Ne,Aid Response,12/26/2005 07:33:41 PM,47.709488,-122.323301,POINT (-122.323301 47.709488),F050121938
4515 M L King Jr Way S,Aid Response,12/26/2005 07:43:56 PM,47.562558,-122.294472,POINT (-122.294472 47.562558),F050121940
2nd Av W / W Olympic Pl,"Medic Response, 7 per Rule",12/26/2005 07:56:17 PM,47.626726,-122.359306,POINT (-122.359306 47.626726),F050121942
1717 Nw 97th St,Trans to AMR,12/26/2005 07:57:23 PM,47.699722,-122.378688,POINT (-122.378688 47.699722),F050121943
2905 1st Av,Unk Odor,12/26/2005 07:56:11 PM,47.61695,-122.352561,POINT (-122.352561 47.61695),F050121944
4215 Sw Raymond St,Medic Response,12/26/2005 07:58:48 PM,47.548476,-122.385891,POINT (-122.385891 47.548476),F050121945
10703 Durland Av Ne,"Medic Response, 7 per Rule",12/26/2005 08:13:01 PM,47.707302,-122.278064,POINT (-122.278064 47.707302),F050121947
4964 Corson Av S,Medic Response,12/26/2005 08:16:55 PM,47.55768,-122.318153,POINT (-122.318153 47.55768),F050121948
13017 30th Ave Ne,Medic Response,01/14/2020 03:30:00 PM,47.722997,-122.29636,POINT (-122.29636 47.722997),F200004875
2215 1st Ave,Alarm Bell,09/21/2021 05:02:00 PM,47.612716,-122.345399,POINT (-122.345399 47.612716),F210104586
1811 Eastlake Av,Triaged Incident,10/20/2019 10:22:00 PM,47.618002,-122.329182,POINT (-122.329182 47.618002),F190112219
7737 16th Ave Sw,Medic Response,09/21/2021 05:04:00 PM,47.533341,-122.355034,POINT (-122.355034 47.533341),F210104587
9230 2ND AVE SW,Low Acuity Response,09/21/2021 05:04:00 PM,47.520679,-122.335803,POINT (-122.335803 47.520679),F210104588
12 Moss Rd,Mutual Aid Task Force Stru,11/07/2003 12:20:47 PM,47.744458,-122.370588,POINT (-122.370588 47.744458),B030080878
3101 NE 145TH ST,Auto Fire Alarm,11/09/2003 08:39:12 PM,47.733775,-122.295148,POINT (-122.295148 47.733775),B030082008
3101 Ne 145th St,Auto Fire Alarm,11/09/2003 08:39:58 PM,47.733775,-122.295148,POINT (-122.295148 47.733775),B030082009
3217 Ne 145th St,Aid Response,11/10/2003 04:29:31 AM,47.733763,-122.293691,POINT (-122.293691 47.733763),B030082102
3101 Ne 145th St,1RED 1 Unit,11/10/2003 04:51:59 AM,47.733775,-122.295148,POINT (-122.295148 47.733775),B030082115
8512 160th Av Ne,Aid Response,11/16/2003 09:49:32 PM,47.678595,-122.127437,POINT (-122.127437 47.678595),B030084563
927 28th Av S,Aid Response,04/25/2019 02:39:00 PM,47.594332,-122.296577,POINT (-122.296577 47.594332),F190041444
700 Nw 42nd St,Aid Response,04/25/2019 02:41:00 PM,47.657761,-122.365036,POINT (-122.365036 47.657761),F190041445
204 3rd Av S,Aid Response,04/25/2019 02:43:00 PM,47.600843,-122.330271,POINT (-122.330271 47.600843),F190041446
2ND AV ET S / S MAIN ST,Aid Response,04/25/2019 02:45:00 PM,47.599991,-122.330342,POINT (-122.330342 47.599991),F190041447
2806 S Lilac St,Aid Response,04/25/2019 02:47:00 PM,47.567247,-122.297075,POINT (-122.297075 47.567247),F190041449
9709 3rd Av Ne,Medic Response,04/25/2019 02:47:00 PM,47.699221,-122.325766,POINT (-122.325766 47.699221),F190041450
3001 S Myrtle St,Medic Response,04/25/2019 02:50:00 PM,47.538902,-122.293225,POINT (-122.293225 47.538902),F190041452
1418 Nw 65th St,Medic Response,04/25/2019 02:56:00 PM,47.675953,-122.37406,POINT (-122.37406 47.675953),F190041453
1601 E Yesler Way,Aid Response,04/25/2019 02:56:00 PM,47.601683,-122.311556,POINT (-122.311556 47.601683),F190041454
2407 E Thomas St,Activated CO Detector,04/25/2019 02:56:00 PM,47.621371,-122.301088,POINT (-122.301088 47.621371),F190041455
5902 Lake Washington Blvd S,Aid Response,04/25/2019 03:01:00 PM,47.550605,-122.258063,POINT (-122.258063 47.550605),F190041456
Galer St / Aurora Av N,MVI - Motor Vehicle Incident,04/25/2019 03:02:00 PM,47.632284,-122.34353,POINT (-122.34353 47.632284),F190041457
2345 Rainier Av S,Aid Response,04/25/2019 03:02:00 PM,47.582882,-122.301609,POINT (-122.301609 47.582882),F190041458
700 Broadway,Medic Response,04/25/2019 03:09:00 PM,47.608073,-122.320755,POINT (-122.320755 47.608073),F190041459
3rd Av / Bell St,Aid Response,04/25/2019 03:09:00 PM,47.614705,-122.344794,POINT (-122.344794 47.614705),F190041460
415 10th Av,Aid Response,04/25/2019 03:10:00 PM,47.605346,-122.319413,POINT (-122.319413 47.605346),F190041461
9230 38th Av S,Aid Response Yellow,04/25/2019 03:19:00 PM,47.520881,-122.284843,POINT (-122.284843 47.520881),F190041462
Broad St / Alaskan Way,Aid Response,08/16/2019 02:18:00 AM,47.615034,-122.354876,POINT (-122.354876 47.615034),F190087310
Carlyle Hall Rd N / Greenwood Av N,"Mutual Aid, Engine",11/19/2003 07:35:33 AM,47.750535,-122.356336,POINT (-122.356336 47.750535),B030085513
Ne 145th St / 5th Av Ne,Car Fire,11/20/2003 01:09:46 PM,47.734053,-122.323484,POINT (-122.323484 47.734053),B030085973
139 Ne 159th St,"Mutual Aid, Medic",11/24/2003 09:56:45 AM,47.744551,-122.328658,POINT (-122.328658 47.744551),B030087292
14528 1ST AV NE,Rescue Extrication,11/24/2003 12:13:35 PM,47.734919,-122.328906,POINT (-122.328906 47.734919),B030087351
15500 Westminster Way N,"Mutual Aid, Medic",11/29/2003 12:11:35 PM,47.74141,-122.34802,POINT (-122.34802 47.74141),B030088980
N 155th St / Meridian Av N,"Mutual Aid, Basic Life Sup",12/07/2003 09:21:08 AM,47.741429,-122.334485,POINT (-122.334485 47.741429),B030092035
Nb I5 At Ne 145 St,Motor Vehicle Accident,12/19/2003 10:09:13 PM,47.734517,-122.324834,POINT (-122.324834 47.734517),B030096240
15329 Ashworth Pl N,"Mutual Aid, Medic",12/24/2003 11:45:20 PM,47.740371,-122.340736,POINT (-122.340736 47.740371),B030097849
1517 Nw 186th St,"Mutual Aid, Medic",12/25/2003 08:29:57 PM,47.764541,-122.377232,POINT (-122.377232 47.764541),B030098071
3rd Av / Main St,Aid Response,12/27/2003 07:08:01 AM,47.677606,-122.205307,POINT (-122.205307 47.677606),B030098465
17520 Linden Av N,"Mutual Aid, Medic",12/27/2003 09:35:30 PM,47.75605,-122.348357,POINT (-122.348357 47.75605),B030098653
17127 15th Av Ne,"Mutual Aid, Medic",12/29/2003 08:43:51 AM,47.752811,-122.313345,POINT (-122.313345 47.752811),B030099050
11501 15TH AV NE,Aid Response,01/06/2004 03:10:41 AM,47.712167,-122.312433,POINT (-122.312433 47.712167),B040001830
14833 Fremont Av N,"Mutual Aid, Engine",01/07/2004 06:02:43 AM,47.736237,-122.350556,POINT (-122.350556 47.736237),B040002492
12108 Juanita Dr Ne,Aid Response,01/07/2004 07:51:55 PM,47.708713,-122.23763,POINT (-122.23763 47.708713),B040002922
2024 NE 96TH ST,Aid Response,01/13/2004 02:08:28 PM,47.698479,-122.306115,POINT (-122.306115 47.698479),B040004889
NE 45TH ST / 17TH AV NE,Aid Response,01/16/2004 02:06:03 AM,47.66126,-122.309724,POINT (-122.309724 47.66126),B040005710
N 175th St / Meridian Av N,"Mutual Aid, Medic",01/16/2004 08:43:52 PM,47.755994,-122.334843,POINT (-122.334843 47.755994),B040005966
Meridian Av N / N 165th St,"Mutual Aid, Medic",01/16/2004 08:52:53 PM,47.748721,-122.3347,POINT (-122.3347 47.748721),B040005971
2215 NE 147TH ST,Medic Response,01/17/2004 07:38:13 AM,47.735689,-122.30582,POINT (-122.30582 47.735689),B040006113
Aurora Av N / N 165th St,"Mutual Aid, Basic Life Sup",01/18/2004 02:41:15 AM,47.748692,-122.345484,POINT (-122.345484 47.748692),B040006361
2143 9TH AV W,Medic Response,01/21/2004 05:58:40 PM,47.638018,-122.368986,POINT (-122.368986 47.638018),B040007529
115 20th Av,Aid Response,01/29/2004 09:06:17 PM,47.693087,-122.208219,POINT (-122.208219 47.693087),B040010212
5th Av Ne / Ne 145th St,Medic Response,01/31/2004 11:21:54 PM,47.734053,-122.323484,POINT (-122.323484 47.734053),B040010843
233 N 172nd Pl,"Mutual Aid, Medic",02/09/2004 12:04:52 AM,47.754947,-122.355015,POINT (-122.355015 47.754947),B040013659
14008 MIDVALE AV N,Aid Response,02/14/2004 09:37:52 PM,47.730535,-122.343964,POINT (-122.343964 47.730535),B040015935
14025 3RD AV NW,1RED 1 Unit,02/28/2004 05:58:25 PM,47.730662,-122.360937,POINT (-122.360937 47.730662),B040020474
103 Nw 156th St,Mutual Aid Task Force Stru,03/09/2004 12:20:23 AM,47.742507,-122.358884,POINT (-122.358884 47.742507),B040023762
Linden Av N / N 170th St,"Mutual Aid, Medic",03/10/2004 06:21:47 AM,47.752318,-122.34827,POINT (-122.34827 47.752318),B040024197
9000 HOLMAN RD NW,Aid Response,03/11/2004 04:14:46 AM,47.69425,-122.375914,POINT (-122.375914 47.69425),B040024561
3101 Ne 145th St,Aid Response,03/12/2004 11:55:15 AM,47.733775,-122.295148,POINT (-122.295148 47.733775),B040025026
911 N 145TH ST,Medic Response,03/16/2004 11:08:28 AM,47.734129,-122.347802,POINT (-122.347802 47.734129),B040026330
3217 NE 145TH ST,Aid Response,03/20/2004 01:06:55 AM,47.733763,-122.293691,POINT (-122.293691 47.733763),B040027518
15500 Meridian Av N,"Mutual Aid, Medic",03/21/2004 09:49:36 PM,47.741429,-122.334485,POINT (-122.334485 47.741429),B040028215
19226 18th Av Ne,"Mutual Aid, Medic",03/22/2004 07:02:08 AM,47.768446,-122.310336,POINT (-122.310336 47.768446),B040028304
15th Av / Market St,Motor Vehicle Accident,03/24/2004 06:58:05 PM,47.686995,-122.209818,POINT (-122.209818 47.686995),B040029258
15106 Stone Ln N,"Mutual Aid, Ladder",03/25/2004 03:14:42 AM,47.737283,-122.342525,POINT (-122.342525 47.737283),B040029347
15500 Aurora Av N,"Mutual Aid, Ladder",03/25/2004 03:57:48 AM,47.741851,-122.345302,POINT (-122.345302 47.741851),B040029358
911 N 145th St,Medic Response,03/29/2004 10:23:16 AM,47.734129,-122.347802,POINT (-122.347802 47.734129),B040030745
